Code,Category,Year,Emissions
URY,4F,1970,0.868603354
URY,6A,1970,10.1548
URY,6B,1970,18.13753458
URY,6C,1970,0.248861
VEN,1A1a,1970,0.1937931
VEN,1A1bc,1970,0.71396169
VEN,1A2,1970,0.6177360000000001
VEN,1A3b,1970,3.69382117
VEN,1A3c,1970,0.0030544
VEN,1A3e,1970,0.004821
VEN,1A4,1970,1.90172465
VEN,1A5,1970,
VEN,1B1,1970,1.10705
VEN,1B2,1970,2021.6756850000002
VEN,2B,1970,0.40319
VEN,2C,1970,0.246015
VEN,4A,1970,473.30736999999993
VEN,4B,1970,14.320377500000001
VEN,4C,1970,26.977339999999998
VEN,4F,1970,2.1567448949999997
VEN,6A,1970,34.8494
VEN,6B,1970,59.7659349
VEN,6C,1970,2.79205
DZA,1A1a,1970,0.05101037
DZA,1A1bc,1970,0.071059
DZA,1A2,1970,0.035392
DZA,1A3a,1970,0.0018510000000000002
DZA,1A3b,1970,0.51515277
DZA,1A3c,1970,0.0061088
DZA,1A3d,1970,0.00749
DZA,1A3e,1970,
DZA,1A4,1970,0.2357656
DZA,1B1,1970,5.40197
DZA,1B2,1970,1656.0114699000003
DZA,2B,1970,0.080639
DZA,4A,1970,101.19298
DZA,4B,1970,3.9853262942000005
DZA,4C,1970,0.28572169999999997
DZA,4F,1970,0.10363920200000001
DZA,6A,1970,27.6508
DZA,6B,1970,64.85517782
DZA,6C,1970,0.393845
EGY,1A1a,1970,0.025614255
EGY,1A1bc,1970,0.020046139999999997
EGY,1A2,1970,0.7183710000000001
EGY,1A3a,1970,0.0008489999
EGY,1A3b,1970,0.66894641
EGY,1A3d,1970,0.014384999999999998
EGY,1A3e,1970,0.021432
EGY,1A4,1970,4.746020000000001
